5000 6.25
10000 12.52
15000 18.98
20000 25.1
25000 31.37
30000 38.22
35000 44.21
40000 50.33
45000 56.43
50000 62.77
55000 69.11
60000 75.39
65000 85.42
70000 95.25
75000 100.85
80000 107.33
85000 114.07
90000 120.6
95000 123.73
100000 126.38
105000 136.44
110000 144.18
115000 152.98
120000 156.48
125000 161.65
130000 165.62
135000 173.57
140000 177.37
145000 183.07
150000 188.33
155000 211.32
160000 209.37
165000 210.33
170000 213.42
175000 220.77
180000 227.3
185000 232.26
190000 241.9
195000 246.41
200000 251.51
205000 260.08
210000 272.83
215000 273.58
220000 280.04
225000 286.44
230000 290.72
235000 302.25
240000 310.83
245000 316.65
250000 320.39
255000 321.6
260000 328.56
265000 334.72
270000 340.04
275000 346.52
280000 353.53
285000 358.81
290000 371.13
295000 380.23
300000 377.71
305000 390.76
310000 393.71
315000 401.58
320000 406.56
325000 412.46
330000 415.09
335000 421.66
340000 429.83
345000 433.47
350000 440.25
355000 446.71
360000 453.26
365000 459.92
370000 466.11
375000 473.92
380000 478.72
385000 490.3
390000 508.03
395000 500.05
400000 506.66
405000 517.65
410000 518.52
415000 529.76
420000 538.61
425000 536.68
430000 541.75
435000 546.21
440000 556.02
445000 561.54
450000 567.62
455000 572.94
460000 591.88
465000 603.58
470000 596.64
475000 600.83
480000 603.04
485000 610.24
490000 620
495000 625.63
500000 634.49
505000 659.49
510000 644.79
515000 648.86
520000 658.04
525000 662.16
530000 672.93
535000 692.45
540000 685.99
545000 692.53
550000 697.97
555000 703.32
560000 707.25
565000 713.74
570000 720.88
575000 728.49
580000 760.44
585000 772.75
590000 1062.28
595000 792.74
600000 782.63
605000 773.63
610000 779.27
615000 820.72
620000 797.22
625000 798.26
630000 805.31
635000 805.64
640000 805.8
645000 830.07
650000 850.37
655000 840.83
660000 836.85
665000 848.32
670000 862.37
675000 867.73
680000 866.21
685000 866.09
690000 867.96
695000 874.71
700000 879.44
705000 903.44
710000 905.11
715000 900.46
720000 912.63
725000 915.35
730000 929.32
735000 942.61
740000 949.3
745000 954.32
750000 968.17
755000 949.65
760000 956.36
765000 964.78
770000 969.25
775000 976.24
780000 984.24
785000 987.24
790000 1008.05
795000 1014.28
800000 1019.32
805000 1025.35
810000 1031.82
815000 1026.8
820000 1055.52
825000 1042.17
830000 1046.05
835000 1056.52
840000 1075.58
845000 1074.73
850000 1076.76
855000 1082.85
860000 1107.86
865000 1409.61
870000 1115.38
875000 1119.08
880000 1117.56
885000 1146.43
890000 1124.4
895000 1126.52
900000 1131.45
905000 1149.41
910000 1254.23
915000 1156.21
920000 1160.36
925000 1179.02
930000 1230.09
935000 1475.07
940000 1227.42
945000 1216.7
950000 1207.16
955000 1218.82
960000 1230.88
965000 1220.67
970000 1225.55
975000 1228.45
980000 1249.46
985000 1256.8
990000 1243.15
995000 1249.69
